CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,ReplicateID,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalMethod,IntervalStatus,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,1,50,1.4966032770697,0.05,0.95,1.36552890147562,1.88183539159996,1,closed_loop_monte_carlo,ok,0.516306490124339,0.05,0.05,0.516306490124339,0.00286836938957966,0.00286836938957966,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,2,51,1.49487796559399,0.05,0.95,1.50232791301651,1.73252888757137,0,closed_loop_monte_carlo,ok,0.230200974554863,-0.95,0.95,0.528198871455398,0.00293443817475221,0.00127889430308257,0.00165554387166964,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,3,52,1.49280316518971,0.05,0.95,1.49199971498831,1.94016474166251,1,closed_loop_monte_carlo,ok,0.448165026674204,0.05,0.05,0.448165026674204,0.00248980570374558,0.00248980570374558,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,1,50,1.4966032770697,0.1,0.9,1.36552890147562,1.88183539159996,1,closed_loop_monte_carlo,ok,0.516306490124339,0.1,0.1,0.516306490124339,0.00573673877915933,0.00573673877915933,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,2,51,1.49487796559399,0.1,0.9,1.50232791301651,1.73252888757137,0,closed_loop_monte_carlo,ok,0.230200974554863,-0.9,0.9,0.379199923005131,0.00421333247783479,0.00255778860616515,0.00165554387166964,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,3,52,1.49280316518971,0.1,0.9,1.49199971498831,1.94016474166251,1,closed_loop_monte_carlo,ok,0.448165026674204,0.1,0.1,0.448165026674204,0.00497961140749116,0.00497961140749116,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,1,50,1.4966032770697,0.2,0.8,1.39929408260385,1.79146933040639,1,closed_loop_monte_carlo,ok,0.392175247802536,0.2,0.2,0.392175247802536,0.00871500550672302,0.00871500550672302,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,2,51,1.49487796559399,0.2,0.8,1.52116842502154,1.72386592100387,0,closed_loop_monte_carlo,ok,0.202697495982322,-0.8,0.8,0.465602090257812,0.0103467131168403,0.00450438879960715,0.00584232431723312,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,3,52,1.49280316518971,0.2,0.8,1.49249954973105,1.85667168267017,1,closed_loop_monte_carlo,ok,0.364172132939126,0.2,0.2,0.364172132939126,0.0080927140653139,0.0080927140653139,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/observation_noise/forecasts/partB_observation_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,1,50,1.4966032770697,0.5,0.5,1.51250575318314,1.64369349717772,0,closed_loop_monte_carlo,ok,0.131187743994575,-0.5,0.5,0.194797648448339,0.0108220915804633,0.00728820799969862,0.00353388358076466,0
